id_contrat,id_producteur,date_debut,date_fin,type,remuneration
1649,131,2011-6-24,2014-12-4,CDD,75000
1650,142,2011-5-13,2012-12-26,CDD,75000
1651,9,2011-7-11,2017-5-24,CDD,75000
1652,105,2010-9-18,2025-12-14,CDD,75000
1653,80,2010-2-7,2018-10-7,CDD,75000
1654,181,2010-1-11,2016-3-1,CDD,75000
1655,93,2010-7-9,2023-1-8,CDD,75000
1656,57,2011-1-23,2023-2-7,CDD,75000
1657,89,2010-2-24,2012-7-15,CDD,75000
1658,151,2010-12-28,2012-4-11,CDD,75000
1659,125,2010-6-16,2022-6-21,CDD,75000
1660,146,2011-9-20,2018-5-5,CDD,75000
1661,123,2011-7-14,2014-1-7,CDD,75000
1662,72,2011-10-14,2016-11-17,CDD,75000
1663,113,2011-8-24,2017-5-10,CDD,75000
1664,141,2011-12-22,2023-2-8,CDD,75000
1665,159,2010-2-13,2021-4-18,CDD,75000
1666,73,2010-6-16,2016-7-27,CDD,75000
1667,115,2010-2-19,2020-11-18,CDD,75000
1668,162,2011-2-5,2017-8-27,CDD,75000
1669,67,2010-3-7,2019-7-13,CDD,75000
1670,63,2010-5-23,2012-8-3,CDD,75000
1671,172,2010-8-24,2023-8-5,CDD,75000
1672,71,2010-4-15,2012-1-15,CDD,75000
1673,7,2010-6-13,2022-1-12,CDD,75000
1674,189,2011-11-28,2024-9-20,CDD,75000
1675,91,2011-3-18,2025-11-20,CDD,75000
1676,11,2011-8-17,2018-6-27,CDD,75000
1677,16,2010-11-21,2015-4-6,CDD,75000
1678,86,2011-10-7,2012-9-4,CDD,75000
1679,2,2010-12-26,2024-11-13,CDD,75000
1680,119,2011-10-25,2018-7-8,CDD,75000
1681,44,2010-12-7,2012-5-10,CDD,75000
1682,176,2011-9-2,2013-9-12,CDD,75000
1683,24,2010-6-16,2014-2-18,CDD,75000
1684,44,2010-7-26,2023-4-12,CDD,75000
1685,158,2011-9-25,2019-8-16,CDD,75000
1686,81,2010-7-18,2017-4-11,CDD,75000
1687,27,2010-8-18,2019-3-24,CDD,75000
1688,194,2011-9-14,2025-8-12,CDD,75000
1689,15,2010-2-16,2022-5-10,CDD,75000
1690,54,2010-12-14,2019-3-25,CDD,75000
1691,27,2011-12-24,2017-6-28,CDD,75000
1692,68,2010-6-9,2022-2-17,CDD,75000
1693,144,2011-1-23,2021-5-28,CDD,75000
1694,179,2011-4-4,2013-1-9,CDD,75000
1695,184,2010-9-19,2013-6-28,CDD,75000
1696,114,2010-7-21,2024-3-17,CDD,75000
1697,158,2010-10-10,2017-1-12,CDD,75000
1698,73,2010-5-22,2012-11-2,CDD,75000
1699,182,2010-12-19,2012-10-18,CDD,75000
1700,56,2010-8-22,2018-11-4,CDD,75000
1701,79,2010-9-23,2017-6-19,CDD,75000
1702,85,2011-7-6,2025-8-23,CDD,75000
1703,95,2010-10-12,2014-11-26,CDD,75000
1704,122,2011-12-20,2021-7-25,CDD,75000
1705,175,2011-9-9,2020-10-18,CDD,75000
1706,46,2010-11-2,2017-6-4,CDD,75000
1707,194,2011-9-6,2025-1-4,CDD,75000
1708,72,2010-8-1,2012-5-25,CDD,75000
1709,79,2011-6-13,2014-4-14,CDD,75000
1710,173,2011-12-24,2020-3-5,CDD,75000
1711,174,2010-1-11,2020-3-21,CDD,75000
1712,165,2010-4-12,2012-6-15,CDD,75000
1713,163,2011-1-21,2020-4-25,CDD,75000
1714,73,2011-5-7,2023-12-23,CDD,75000
1715,28,2011-10-5,2021-9-28,CDD,75000
1716,142,2010-3-14,2025-7-9,CDD,75000
1717,153,2010-12-25,2025-11-24,CDD,75000
1718,150,2011-8-23,2020-6-2,CDD,75000
1719,4,2010-1-18,2021-1-9,CDD,75000
1720,118,2010-9-5,2014-3-5,CDD,75000
1721,114,2011-9-20,2017-5-3,CDD,75000
1722,172,2011-9-25,2023-1-5,CDD,75000
1723,138,2010-3-28,2023-3-11,CDD,75000
1724,190,2011-12-24,2013-5-5,CDD,75000
1725,120,2011-10-17,2014-4-14,CDD,75000
1726,39,2011-10-21,2020-7-22,CDD,75000
1727,2,2011-4-6,2012-12-27,CDD,75000
1728,40,2010-10-9,2015-7-15,CDD,75000
1729,123,2010-10-17,2024-10-16,CDD,75000
1730,87,2011-4-27,2018-6-19,CDD,75000
1731,197,2010-1-10,2018-11-6,CDD,75000
1732,92,2011-12-6,2021-5-14,CDD,75000
1733,128,2011-1-4,2025-2-4,CDD,75000
1734,146,2011-8-20,2021-9-22,CDD,75000
1735,81,2010-9-7,2023-12-8,CDD,75000
1736,116,2010-11-25,2013-6-12,CDD,75000
1737,99,2010-12-15,2021-12-28,CDD,75000
1738,104,2011-8-1,2025-7-23,CDD,75000
1739,17,2010-8-24,2017-12-21,CDD,75000
1740,189,2011-10-20,2013-4-11,CDD,75000
1741,108,2011-9-6,2021-6-26,CDD,75000
1742,20,2011-7-13,2024-7-20,CDD,75000
1743,97,2010-7-19,2015-6-7,CDD,75000
1744,5,2011-4-7,2021-10-12,CDD,75000
1745,87,2011-6-1,2012-2-2,CDD,75000
1746,20,2010-2-25,2019-3-13,CDD,75000
1747,90,2011-11-15,2014-7-1,CDD,75000
1748,77,2010-8-10,2018-2-17,CDD,75000
1749,136,2011-2-14,2016-5-4,CDD,75000
1750,92,2010-2-13,2015-4-26,CDD,75000
1751,108,2011-11-16,2012-12-13,CDD,75000
1752,93,2011-11-18,2021-2-19,CDD,75000
1753,9,2011-11-13,2014-11-13,CDD,75000
1754,152,2010-1-19,2014-10-9,CDD,75000
1755,80,2011-1-3,2016-12-20,CDD,75000
1756,50,2010-9-1,2013-3-12,CDD,75000
1757,154,2010-1-9,2024-7-17,CDD,75000
1758,24,2011-7-9,2017-4-18,CDD,75000
1759,88,2010-5-13,2014-9-10,CDD,75000
1760,94,2010-5-15,2018-9-22,CDD,75000
1761,13,2010-9-3,2022-12-2,CDD,75000
1762,57,2010-12-20,2014-7-25,CDD,75000
1763,109,2010-9-26,2021-11-28,CDD,75000
1764,123,2010-10-9,2019-2-10,CDD,75000
1765,179,2011-8-23,2021-3-18,CDD,75000
1766,8,2011-9-9,2020-7-3,CDD,75000
1767,6,2010-2-21,2016-9-17,CDD,75000
1768,61,2011-10-27,2015-8-1,CDD,75000
1769,168,2011-9-20,2015-1-3,CDD,75000
1770,85,2011-7-24,2021-6-15,CDD,75000
1771,65,2011-3-24,2012-4-13,CDD,75000
1772,61,2011-4-23,2024-7-17,CDD,75000
1773,133,2011-7-5,2014-10-22,CDD,75000
1774,29,2011-9-3,2022-12-17,CDD,75000
1775,174,2011-7-4,2023-1-26,CDD,75000
1776,38,2011-11-19,2016-4-4,CDD,75000
1777,83,2011-12-2,2020-3-28,CDD,75000
1778,150,2010-12-14,2025-10-3,CDD,75000
1779,154,2010-11-26,2025-9-20,CDD,75000
1780,31,2010-10-27,2023-1-25,CDD,75000
1781,110,2011-9-16,2023-7-10,CDD,75000
1782,184,2011-8-28,2016-11-2,CDD,75000
1783,188,2011-1-26,2015-8-1,CDD,75000
1784,24,2010-9-25,2018-4-24,CDD,75000
1785,140,2010-8-12,2020-8-7,CDD,75000
1786,106,2010-6-4,2017-6-17,CDD,75000
1787,143,2011-10-5,2015-8-6,CDD,75000
1788,199,2011-12-24,2025-9-23,CDD,75000
1789,186,2011-3-8,2024-1-4,CDD,75000
1790,127,2011-7-9,2020-10-25,CDD,75000
1791,37,2010-4-25,2020-11-17,CDD,75000
1792,137,2011-12-6,2012-2-12,CDD,75000
1793,63,2010-1-16,2022-2-18,CDD,75000
1794,15,2010-2-6,2018-1-26,CDD,75000
1795,101,2010-8-27,2014-10-9,CDD,75000
1796,175,2011-11-14,2021-8-16,CDD,75000
1797,198,2011-4-26,2025-3-26,CDD,75000
1798,125,2011-3-28,2019-6-4,CDD,75000
1799,150,2010-6-21,2018-1-24,CDD,75000
1800,188,2011-5-20,2012-7-17,CDD,75000
1801,112,2010-5-26,2016-5-1,CDD,75000
1802,27,2011-8-4,2015-2-11,CDD,75000
1803,19,2011-10-9,2024-12-10,CDD,75000
1804,107,2011-4-11,2021-3-12,CDD,75000
1805,59,2010-8-14,2024-1-3,CDD,75000
1806,127,2011-9-20,2024-3-11,CDD,75000
1807,113,2011-12-2,2023-2-13,CDD,75000
1808,69,2010-9-28,2021-11-20,CDD,75000
1809,133,2011-5-21,2019-9-3,CDD,75000
1810,67,2011-11-23,2014-3-24,CDD,75000
1811,138,2010-12-10,2021-4-19,CDD,75000
1812,3,2010-4-21,2022-4-4,CDD,75000
1813,154,2010-11-8,2015-2-15,CDD,75000
1814,65,2010-12-27,2015-7-27,CDD,75000
1815,1,2010-1-10,2013-11-21,CDD,75000
1816,102,2011-7-22,2014-6-8,CDD,75000
1817,78,2011-9-4,2016-12-10,CDD,75000
1818,176,2011-5-28,2013-5-10,CDD,75000
1819,99,2011-1-24,2014-8-3,CDD,75000
1820,50,2010-9-27,2024-8-4,CDD,75000
1821,77,2011-12-24,2021-4-19,CDD,75000
1822,63,2010-12-7,2024-4-13,CDD,75000
1823,171,2010-4-18,2013-10-26,CDD,75000
1824,97,2011-10-12,2025-6-19,CDD,75000
1825,156,2011-1-14,2015-11-14,CDD,75000
1826,95,2010-1-3,2017-1-14,CDD,75000
1827,126,2011-7-20,2013-5-25,CDD,75000
1828,116,2011-4-17,2018-7-9,CDD,75000
1829,174,2010-11-27,2020-2-14,CDD,75000
1830,86,2010-2-20,2020-10-9,CDD,75000
1831,131,2011-3-14,2019-6-25,CDD,75000
1832,180,2010-11-12,2018-6-14,CDD,75000
1833,82,2010-6-23,2012-12-2,CDD,75000
1834,129,2010-5-23,2020-6-3,CDD,75000
1835,107,2011-3-12,2015-7-8,CDD,75000
1836,83,2011-3-3,2016-9-8,CDD,75000
1837,3,2010-5-16,2024-8-13,CDD,75000
1838,198,2011-12-28,2025-6-18,CDD,75000
1839,119,2010-6-15,2015-8-10,CDD,75000
1840,101,2010-3-28,2018-9-27,CDD,75000
1841,117,2010-7-20,2012-2-9,CDD,75000
1842,24,2011-7-9,2014-10-5,CDD,75000
1843,73,2010-6-13,2022-10-27,CDD,75000
1844,55,2011-3-14,2016-11-12,CDD,75000
1845,166,2010-10-24,2017-5-22,CDD,75000
1846,99,2011-1-5,2022-8-15,CDD,75000
1847,94,2011-7-17,2016-7-4,CDD,75000
1848,78,2010-6-19,2021-12-4,CDD,75000
1849,42,2010-7-15,2025-7-1,CDD,75000
1850,111,2010-2-28,2020-3-19,CDD,75000
1851,77,2011-9-4,2020-7-23,CDD,75000
1852,129,2011-6-24,2016-3-7,CDD,75000
1853,11,2011-4-20,2021-6-22,CDD,75000
1854,40,2011-1-11,2017-1-22,CDD,75000
1855,106,2010-5-12,2012-8-9,CDD,75000
1856,139,2010-6-8,2012-8-15,CDD,75000
1857,113,2010-5-3,2020-8-2,CDD,75000
1858,47,2011-10-3,2012-12-4,CDD,75000
1859,158,2011-2-21,2022-12-16,CDD,75000
1860,150,2010-3-28,2020-2-13,CDD,75000
1861,29,2010-9-14,2017-1-16,CDD,75000
1862,130,2010-4-15,2018-6-22,CDD,75000
1863,99,2011-12-3,2014-7-25,CDD,75000
1864,162,2010-10-3,2015-1-3,CDD,75000
1865,144,2010-3-2,2015-6-1,CDD,75000
1866,18,2010-4-27,2016-11-6,CDD,75000
1867,74,2010-10-20,2020-7-4,CDD,75000
1868,62,2011-2-8,2015-12-14,CDD,75000
1869,34,2011-6-4,2022-9-8,CDD,75000
1870,8,2011-2-28,2017-5-4,CDD,75000
1871,33,2011-5-21,2019-12-3,CDD,75000
1872,65,2011-1-5,2022-8-2,CDD,75000
1873,148,2011-5-14,2017-10-13,CDD,75000
1874,111,2011-5-28,2019-11-8,CDD,75000
1875,157,2010-2-23,2023-11-28,CDD,75000
1876,158,2010-10-1,2016-3-17,CDD,75000
1877,14,2011-8-26,2023-3-18,CDD,75000
1878,143,2010-3-24,2017-6-19,CDD,75000
1879,101,2010-4-7,2023-3-20,CDD,75000
1880,67,2010-1-26,2022-4-26,CDD,75000
1881,117,2011-4-22,2025-9-27,CDD,75000
1882,75,2011-7-14,2025-2-9,CDD,75000
1883,33,2011-2-20,2022-10-8,CDD,75000
1884,36,2010-8-19,2014-4-17,CDD,75000
1885,60,2010-10-18,2020-4-16,CDD,75000
1886,56,2010-12-20,2023-3-1,CDD,75000
1887,168,2010-1-5,2016-2-17,CDD,75000
1888,192,2011-2-24,2022-1-13,CDD,75000
1889,84,2010-8-12,2017-12-9,CDD,75000
1890,41,2010-4-8,2014-4-22,CDD,75000
1891,134,2010-8-13,2015-4-13,CDD,75000
1892,92,2011-6-15,2019-6-8,CDD,75000
1893,164,2011-5-2,2023-2-24,CDD,75000
1894,86,2011-9-14,2019-1-16,CDD,75000
1895,70,2011-8-11,2021-1-3,CDD,75000
1896,151,2011-4-15,2014-8-22,CDD,75000
1897,88,2011-4-12,2025-6-2,CDD,75000
1898,195,2010-8-9,2013-1-21,CDD,75000
1899,147,2010-2-12,2022-6-23,CDD,75000
1900,173,2010-11-12,2016-7-6,CDD,75000
1901,126,2010-6-8,2015-3-27,CDD,75000
1902,144,2010-3-22,2018-5-4,CDD,75000
1903,34,2011-6-22,2021-3-20,CDD,75000
1904,95,2010-3-11,2022-10-1,CDD,75000
1905,114,2010-2-5,2016-7-24,CDD,75000
1906,83,2010-8-18,2022-8-26,CDD,75000
1907,78,2011-9-13,2013-1-23,CDD,75000
1908,149,2010-10-20,2013-8-10,CDD,75000
1909,151,2010-5-5,2020-9-5,CDD,75000
1910,91,2011-3-16,2017-11-20,CDD,75000
1911,7,2011-1-4,2012-1-14,CDD,75000
1912,58,2010-2-15,2017-4-27,CDD,75000
1913,133,2011-3-3,2020-8-7,CDD,75000
1914,176,2011-10-20,2018-12-21,CDD,75000
1915,61,2011-7-25,2016-3-1,CDD,75000
1916,197,2011-5-8,2016-1-18,CDD,75000
1917,182,2011-9-11,2025-2-20,CDD,75000
1918,147,2010-7-23,2012-10-19,CDD,75000
1919,29,2010-5-11,2012-8-11,CDD,75000
1920,132,2010-9-6,2023-2-13,CDD,75000
1921,156,2011-12-25,2019-9-3,CDD,75000
1922,21,2010-10-21,2021-12-22,CDD,75000
1923,161,2011-8-8,2024-4-27,CDD,75000
1924,70,2011-6-26,2024-11-17,CDD,75000
1925,118,2011-4-21,2015-9-2,CDD,75000
1926,177,2010-12-10,2015-3-16,CDD,75000
1927,144,2010-1-5,2024-10-8,CDD,75000
1928,118,2010-6-8,2016-3-6,CDD,75000
1929,148,2010-8-7,2012-12-24,CDD,75000
1930,84,2011-5-9,2021-1-1,CDD,75000
1931,58,2011-2-28,2018-7-8,CDD,75000
1932,74,2010-3-6,2022-9-28,CDD,75000
1933,103,2011-9-2,2016-4-13,CDD,75000
1934,7,2010-5-19,2023-5-24,CDD,75000
1935,7,2011-5-5,2016-9-2,CDD,75000
1936,192,2011-7-15,2024-1-7,CDD,75000
1937,78,2010-4-28,2015-1-17,CDD,75000
1938,11,2011-5-13,2022-12-2,CDD,75000
1939,170,2011-8-15,2014-1-4,CDD,75000
1940,88,2011-2-18,2017-10-3,CDD,75000
1941,195,2011-2-5,2022-10-2,CDD,75000
1942,100,2010-5-11,2022-7-20,CDD,75000
1943,137,2010-7-25,2025-5-2,CDD,75000
1944,98,2011-2-7,2025-3-27,CDD,75000
1945,21,2010-10-9,2013-10-28,CDD,75000
1946,157,2011-10-2,2015-11-25,CDD,75000
1947,51,2010-10-1,2018-4-20,CDD,75000
1948,190,2010-7-12,2025-8-21,CDD,75000
1949,31,2011-7-25,2022-11-28,CDD,75000
1950,7,2011-10-15,2018-7-11,CDD,75000
1951,71,2011-3-9,2012-6-15,CDD,75000
1952,58,2011-5-19,2023-1-8,CDD,75000
1953,7,2011-3-20,2014-8-7,CDD,75000
1954,30,2010-1-16,2021-3-14,CDD,75000
1955,148,2010-1-19,2025-3-13,CDD,75000
1956,158,2010-9-13,2024-5-8,CDD,75000
1957,170,2011-1-17,2017-8-23,CDD,75000
1958,124,2010-9-25,2022-1-24,CDD,75000
1959,43,2010-5-3,2024-3-21,CDD,75000
1960,63,2011-10-9,2020-4-3,CDD,75000
1961,178,2011-4-9,2014-5-26,CDD,75000
1962,125,2011-10-6,2015-7-8,CDD,75000
1963,144,2010-9-10,2023-2-23,CDD,75000
1964,160,2011-1-8,2025-1-10,CDD,75000
1965,94,2011-6-16,2022-12-1,CDD,75000
1966,65,2010-12-10,2012-5-16,CDD,75000
1967,136,2011-11-4,2014-7-13,CDD,75000
1968,148,2010-9-26,2020-8-19,CDD,75000
1969,194,2011-12-5,2016-4-20,CDD,75000
1970,92,2010-12-8,2022-6-25,CDD,75000
1971,184,2011-1-19,2012-7-3,CDD,75000
1972,152,2010-1-5,2023-10-2,CDD,75000
1973,178,2010-10-4,2013-3-13,CDD,75000
1974,34,2010-4-3,2024-12-28,CDD,75000
1975,29,2010-3-26,2014-4-9,CDD,75000
1976,83,2010-11-28,2024-1-15,CDD,75000
1977,193,2010-12-18,2023-5-25,CDD,75000
1978,32,2011-9-11,2018-2-26,CDD,75000
1979,182,2010-11-8,2023-2-1,CDD,75000
1980,58,2011-3-17,2025-6-14,CDD,75000
1981,175,2011-7-12,2016-12-17,CDD,75000
1982,168,2011-9-18,2025-10-6,CDD,75000
1983,193,2010-10-4,2020-2-15,CDD,75000
1984,59,2011-1-2,2022-1-17,CDD,75000
1985,21,2010-11-21,2024-9-21,CDD,75000
1986,147,2011-3-11,2018-1-24,CDD,75000
1987,6,2011-10-8,2017-2-6,CDD,75000
1988,72,2010-6-18,2023-12-23,CDD,75000
1989,72,2010-3-15,2019-6-23,CDD,75000
1990,160,2011-2-3,2013-1-27,CDD,75000
1991,8,2010-3-24,2025-8-18,CDD,75000
1992,149,2010-7-23,2024-9-4,CDD,75000
1993,102,2010-11-7,2018-8-1,CDD,75000
1994,13,2010-4-23,2018-2-9,CDD,75000
1995,141,2011-4-8,2016-4-26,CDD,75000
1996,107,2010-10-4,2023-7-23,CDD,75000
1997,66,2011-5-24,2017-5-12,CDD,75000
1998,51,2010-11-24,2014-7-10,CDD,75000
1999,142,2010-5-25,2014-3-16,CDD,75000
2000,73,2010-5-16,2019-7-2,CDD,75000
2001,141,2010-11-15,2016-9-7,CDD,75000
2002,139,2011-12-27,2012-12-23,CDD,75000
2003,135,2011-4-20,2013-3-28,CDD,75000
2004,142,2010-8-3,2024-8-15,CDD,75000
2005,86,2011-6-28,2016-3-6,CDD,75000
2006,4,2011-10-8,2016-3-10,CDD,75000
2007,117,2011-12-19,2016-11-2,CDD,75000
2008,188,2010-5-25,2024-11-9,CDD,75000
2009,139,2011-7-13,2018-1-9,CDD,75000
2010,134,2010-7-17,2020-9-26,CDD,75000
2011,99,2011-6-5,2014-9-20,CDD,75000
2012,112,2010-6-9,2016-2-15,CDD,75000
2013,19,2011-5-22,2018-10-7,CDD,75000
2014,64,2010-10-4,2015-8-1,CDD,75000
2015,179,2011-8-18,2013-4-5,CDD,75000
2016,20,2011-2-2,2022-12-9,CDD,75000
2017,64,2011-4-22,2025-5-26,CDD,75000
2018,162,2010-3-7,2015-7-5,CDD,75000
2019,110,2010-8-28,2016-9-25,CDD,75000
2020,90,2011-8-2,2014-3-28,CDD,75000
2021,41,2010-5-12,2018-12-12,CDD,75000
2022,108,2011-10-5,2018-11-8,CDD,75000
2023,108,2011-3-13,2012-5-1,CDD,75000
2024,55,2010-10-15,2014-8-16,CDD,75000
2025,99,2010-2-1,2024-3-18,CDD,75000
2026,180,2010-6-22,2017-3-6,CDD,75000
2027,182,2011-2-2,2013-2-14,CDD,75000
2028,129,2010-4-23,2023-11-5,CDD,75000
2029,90,2010-3-6,2012-1-5,CDD,75000
2030,27,2011-7-22,2013-9-21,CDD,75000
2031,95,2010-11-19,2013-10-22,CDD,75000
2032,159,2010-7-15,2017-12-19,CDD,75000
2033,131,2011-9-21,2021-12-28,CDD,75000
2034,42,2010-7-17,2020-2-19,CDD,75000
2035,163,2010-6-11,2022-5-8,CDD,75000
2036,133,2010-7-26,2019-2-11,CDD,75000
2037,143,2010-12-2,2023-9-24,CDD,75000
2038,2,2010-3-9,2025-11-9,CDD,75000
2039,191,2011-2-24,2015-12-28,CDD,75000
2040,184,2010-11-20,2013-5-24,CDD,75000
2041,32,2010-9-6,2019-11-16,CDD,75000
2042,57,2010-12-3,2012-2-3,CDD,75000
2043,162,2011-8-11,2019-2-2,CDD,75000
2044,175,2011-5-3,2023-9-19,CDD,75000
2045,40,2010-2-26,2012-12-24,CDD,75000
2046,147,2010-10-18,2024-4-16,CDD,75000
2047,50,2011-5-26,2023-9-4,CDD,75000
2048,22,2011-5-9,2023-5-7,CDD,75000
2049,132,2010-3-26,2016-10-13,CDD,75000
2050,52,2011-11-21,2024-9-2,CDD,75000
2051,75,2010-4-22,2014-10-7,CDD,75000
2052,135,2011-12-26,2017-11-24,CDD,75000
2053,16,2010-1-19,2023-8-5,CDD,75000
2054,16,2010-11-6,2016-11-24,CDD,75000
2055,132,2010-6-6,2022-7-8,CDD,75000
2056,111,2010-1-7,2025-11-17,CDD,75000
2057,152,2010-12-13,2021-5-12,CDD,75000
2058,99,2011-5-20,2024-1-25,CDD,75000
2059,133,2011-4-19,2025-8-10,CDD,75000
2060,137,2010-6-8,2023-6-9,CDD,75000
2061,189,2011-12-13,2024-1-13,CDD,75000
2062,170,2011-7-25,2012-6-16,CDD,75000
2063,59,2010-5-27,2022-12-15,CDD,75000
2064,104,2011-6-21,2015-8-10,CDD,75000
2065,92,2011-12-23,2017-8-11,CDD,75000
2066,37,2011-10-14,2022-11-22,CDD,75000
2067,82,2011-2-4,2025-8-10,CDD,75000
2068,194,2011-3-16,2018-11-8,CDD,75000
2069,113,2011-2-20,2025-5-25,CDD,75000
2070,96,2011-4-25,2023-3-16,CDD,75000
2071,160,2010-1-11,2018-8-7,CDD,75000
2072,83,2010-1-15,2020-9-3,CDD,75000
2073,13,2011-11-19,2012-12-11,CDD,75000
2074,167,2010-1-5,2020-2-20,CDD,75000
2075,90,2011-3-15,2023-4-9,CDD,75000
2076,144,2010-10-2,2022-9-28,CDD,75000
2077,175,2011-8-15,2025-8-9,CDD,75000
2078,156,2010-7-7,2015-3-26,CDD,75000
2079,167,2011-5-16,2018-10-20,CDD,75000
2080,45,2011-11-17,2020-2-10,CDD,75000
2081,188,2010-12-16,2022-5-21,CDD,75000
2082,78,2010-6-10,2024-10-7,CDD,75000
2083,191,2010-8-13,2023-6-9,CDD,75000
2084,89,2010-5-25,2013-1-2,CDD,75000
2085,78,2010-9-13,2024-7-3,CDD,75000
2086,16,2011-8-16,2018-9-18,CDD,75000
2087,82,2011-5-11,2024-9-9,CDD,75000
2088,75,2010-4-4,2024-1-27,CDD,75000
2089,195,2011-8-25,2024-1-18,CDD,75000
2090,78,2011-3-25,2013-7-28,CDD,75000
2091,110,2010-5-20,2021-6-13,CDD,75000
2092,140,2011-9-13,2015-5-2,CDD,75000
2093,187,2010-8-28,2020-10-11,CDD,75000
2094,53,2010-3-7,2019-11-9,CDD,75000
2095,179,2011-9-3,2018-10-14,CDD,75000
2096,158,2010-2-25,2016-6-25,CDD,75000
2097,131,2010-6-26,2014-3-2,CDD,75000
2098,133,2010-11-20,2018-12-6,CDD,75000
2099,194,2011-3-10,2015-4-2,CDD,75000
2100,82,2011-4-26,2020-12-21,CDD,75000
2101,43,2011-7-13,2020-4-12,CDD,75000
2102,141,2010-12-12,2017-3-2,CDD,75000
2103,100,2010-4-15,2017-6-8,CDD,75000
2104,77,2010-5-5,2020-10-7,CDD,75000
2105,55,2010-4-6,2013-4-16,CDD,75000
2106,17,2011-7-27,2023-1-5,CDD,75000
2107,119,2011-10-23,2016-11-27,CDD,75000
2108,127,2011-4-16,2019-12-28,CDD,75000
2109,61,2011-12-9,2024-4-25,CDD,75000
2110,1,2010-11-19,2017-10-16,CDD,75000
2111,127,2011-7-25,2020-9-23,CDD,75000
2112,192,2010-4-17,2024-9-11,CDD,75000
2113,116,2010-10-23,2014-8-9,CDD,75000
2114,118,2011-10-11,2024-4-25,CDD,75000
2115,158,2010-3-18,2025-6-16,CDD,75000
2116,45,2011-6-13,2020-1-13,CDD,75000
2117,61,2011-11-9,2017-8-3,CDD,75000
2118,105,2011-8-20,2018-4-15,CDD,75000
2119,101,2010-4-10,2018-6-7,CDD,75000
2120,51,2011-1-6,2013-10-8,CDD,75000
2121,195,2010-3-7,2024-10-12,CDD,75000
2122,20,2010-3-16,2021-6-23,CDD,75000
2123,138,2010-1-10,2020-9-8,CDD,75000
2124,142,2011-8-24,2025-8-16,CDD,75000
2125,191,2011-12-3,2019-6-10,CDD,75000
2126,153,2011-8-26,2019-5-16,CDD,75000
2127,88,2011-1-25,2021-7-23,CDD,75000
2128,40,2010-12-16,2019-12-14,CDD,75000
2129,56,2010-12-25,2019-11-2,CDD,75000
2130,54,2011-7-13,2020-6-9,CDD,75000
2131,142,2011-5-25,2014-4-25,CDD,75000
2132,83,2010-4-24,2025-4-18,CDD,75000
2133,174,2011-8-4,2018-2-7,CDD,75000
2134,62,2011-6-10,2018-6-16,CDD,75000
2135,49,2011-8-3,2017-7-8,CDD,75000
2136,8,2011-10-23,2016-12-27,CDD,75000
2137,32,2010-10-5,2023-10-5,CDD,75000
2138,24,2011-11-4,2023-10-17,CDD,75000
2139,150,2011-2-12,2015-7-25,CDD,75000
2140,158,2010-8-4,2014-3-19,CDD,75000
2141,35,2010-3-6,2013-3-11,CDD,75000
2142,99,2011-12-16,2015-11-24,CDD,75000
2143,181,2010-4-20,2014-4-24,CDD,75000
2144,67,2011-12-12,2025-6-19,CDD,75000
2145,57,2011-8-27,2012-4-13,CDD,75000
2146,131,2011-10-21,2021-11-23,CDD,75000
2147,112,2011-6-24,2021-11-22,CDD,75000
2148,153,2011-11-16,2023-4-7,CDD,75000
2149,167,2010-4-9,2018-9-18,CDD,75000
2150,18,2010-10-24,2023-9-13,CDD,75000
2151,113,2011-3-27,2015-11-19,CDD,75000
2152,44,2011-1-2,2025-9-17,CDD,75000
2153,37,2010-5-2,2015-6-1,CDD,75000
2154,38,2011-7-23,2017-4-2,CDD,75000
2155,56,2011-8-3,2016-10-11,CDD,75000
2156,1,2011-11-14,2013-1-11,CDD,75000
2157,92,2011-7-13,2024-4-18,CDD,75000
2158,117,2011-3-16,2013-5-22,CDD,75000
2159,137,2011-5-17,2012-12-23,CDD,75000
2160,141,2011-1-12,2014-2-6,CDD,75000
2161,61,2010-7-18,2022-3-21,CDD,75000
2162,39,2011-4-26,2025-8-19,CDD,75000
2163,64,2010-5-15,2019-3-7,CDD,75000
2164,13,2011-10-16,2020-7-2,CDD,75000
2165,192,2011-4-27,2022-8-16,CDD,75000
2166,53,2011-6-27,2021-11-6,CDD,75000
2167,121,2011-8-12,2025-1-5,CDD,75000
2168,107,2011-5-15,2023-1-19,CDD,75000
2169,42,2010-2-26,2023-9-2,CDD,75000
2170,183,2011-11-14,2025-7-13,CDD,75000
2171,120,2011-4-24,2012-2-25,CDD,75000
2172,34,2010-10-17,2016-7-3,CDD,75000
2173,163,2010-11-20,2021-5-7,CDD,75000
2174,84,2011-12-10,2017-5-6,CDD,75000
2175,53,2011-4-24,2012-8-27,CDD,75000
2176,141,2011-8-22,2021-11-24,CDD,75000
2177,139,2010-12-23,2021-9-14,CDD,75000
2178,177,2010-2-27,2017-10-8,CDD,75000
2179,27,2010-11-3,2024-8-23,CDD,75000
2180,56,2010-6-22,2021-3-27,CDD,75000
2181,54,2011-9-13,2019-2-14,CDD,75000
2182,34,2011-4-26,2019-6-5,CDD,75000
2183,187,2010-3-15,2018-6-6,CDD,75000
2184,192,2010-6-7,2024-3-22,CDD,75000
2185,142,2010-1-3,2013-4-13,CDD,75000
